"","id","attr","weak_membership","in_largest_weak","strong_membership","in_largest_strong","total_degree","weighted_degree","closeness","binarized_betweenness","betweenness","bonpow","bonpow_negative","eigen_centrality","component","burt_constraint","burt_hierarchy","effective_size","reachability","in_largest_bicomponent","health_weak_membership","health_in_largest_weak","health_strong_membership","health_in_largest_strong","health_total_degree","health_weighted_degree","health_closeness","health_binarized_betweenness","health_betweenness","health_bonpow","health_bonpow_negative","health_eigen_centrality","health_component","health_burt_constraint","health_burt_hierarchy","health_effective_size","health_reachability","health_in_largest_bicomponent","social_weak_membership","social_in_largest_weak","social_strong_membership","social_in_largest_strong","social_total_degree","social_weighted_degree","social_closeness","social_binarized_betweenness","social_betweenness","social_bonpow","social_bonpow_negative","social_eigen_centrality","social_component","social_burt_constraint","social_burt_hierarchy","social_effective_size","social_reachability","social_in_largest_bicomponent","social_bicomponent_id"
"53",52,"1020720113001",1,TRUE,1,TRUE,2,2,11.6891893354851,0,0,0.370920929373764,0.2835689151642,1.11309225833366e-18,1,1.23456790123457,1,0,0.909090909090909,NA,2,FALSE,2,FALSE,1,1,5.20524198024198,0,0,0.262326246858535,0.28280390918538,0.00485815850558179,8,1,1,1,0.168831168831169,NA,1,TRUE,1,TRUE,1,1,8.76229432612526,0,0,0.385646638862338,0.245875460498046,0.0334490547202719,1,1,1,0,0.428571428571429,NA,NA
"54",53,"1020720114001",1,TRUE,1,TRUE,2,2,11.9391893354851,0,0,0.378017514661754,0.214690597688512,1.84062648221691e-19,1,1,1,2,0.909090909090909,NA,2,FALSE,2,FALSE,1,1,5.81280663780664,0,0,0.284953884342887,0.204504355125655,0.00696729903917252,8,1,1,1,0.168831168831169,NA,1,TRUE,1,TRUE,1,1,9.01229432612526,0,0,0.362402684995767,0.203537789946667,0.0296107007805095,1,1,1,1,0.428571428571429,NA,NA
"55",54,"1020720115001",1,TRUE,1,TRUE,10,10,14.9503446570063,144.082917082917,144.082917082917,1.48164573717172,1.88126158434612,2.40649190276501e-18,1,0.438498765432099,0.546090092776432,5.2,0.909090909090909,NA,2,FALSE,2,FALSE,5,5,8.16154401154401,87,87,1.10062617948813,1.75929108910667,0.0263183714676758,8,0.42,0.324744254935645,4.2,0.168831168831169,NA,1,TRUE,1,TRUE,5,5,11.8801625689935,71.5,71.5,1.47874919507496,1.75196053125973,0.125500524429865,1,0.457244444444445,0.374575157653911,3.4,0.428571428571429,TRUE,"17"
"56",55,"1020720116001",1,TRUE,1,TRUE,5,5,15.8530207485784,361.800865800864,361.800865800864,0.969281479345412,0.665275458443331,3.18947646606319e-18,1,0.73918024691358,0.46246369700639,-2.2,0.909090909090909,NA,2,FALSE,2,FALSE,2,2,6.4794733044733,0,0,0.547280131201423,0.487308264311036,0.0118254575447543,8,1.0525,0.00342547116261607,0,0.168831168831169,NA,1,TRUE,1,TRUE,3,3,12.6178364291367,202.333333333333,202.333333333333,1.2806437972004,0.656570715066451,0.174646984396449,1,0.613333333333333,0.0592783062656295,1.33333333333333,0.428571428571429,TRUE,"17"
"57",56,"1020720117001",1,TRUE,1,TRUE,6,6,18.8615096976614,1752.19047619048,1752.19047619048,0.949271780854267,1.12558348534726,1.31983156986963e-17,1,0.320069444444444,0.27065071345829,5.33333333333333,0.909090909090909,NA,2,FALSE,2,FALSE,2,2,8.53690476190476,154,154,0.488560111472148,0.703912741957884,0.105567355672528,8,0.5,0,2,0.168831168831169,NA,1,TRUE,1,TRUE,4,4,14.8276208870249,718,718,1.25279814816659,1.43305933115156,0.178457951822773,1,0.333767361111111,0.023900761701284,3.5,0.428571428571429,TRUE,"17"
"58",57,"1020720118001",1,TRUE,1,TRUE,13,13,17.3671765172977,253.28124098124,253.28124098124,2.41541284496852,2.44424326304082,1.01258998797309e-17,1,0.371933851997955,0.421360713808982,8.69230769230769,0.909090909090909,NA,2,FALSE,2,FALSE,7,7,10.1261904761905,176,176,1.79743845626461,2.60751234508719,0.634119071542608,8,0.333475056689342,0.200993222045,6.14285714285714,0.168831168831169,NA,1,TRUE,1,TRUE,6,6,13.1856834943522,91,91,2.51541917978629,1.88435574932118,0.51701690278678,1,0.425347222222222,0.24708789007692,4.66666666666667,0.428571428571429,TRUE,"17"
"59",58,"1020720119001",1,TRUE,1,TRUE,9,9,17.8671765172977,511.80986790987,511.80986790987,1.87262424482573,1.13671146478486,2.03560275543184e-18,1,0.422197648558047,0.495657898787434,4.55555555555556,0.909090909090909,NA,2,FALSE,2,FALSE,3,3,8.05357142857143,0,0,1.05156172708134,0.458779473485846,0.42918231521696,8,0.746173469387755,0.49202267744609,1.66666666666667,0.168831168831169,NA,1,TRUE,1,TRUE,6,6,14.4356834943522,292.833333333334,292.833333333334,2.47659584962891,1.73073811917872,0.472945772202042,1,0.310570987654321,0.199410647957058,5,0.428571428571429,TRUE,"17"
"60",59,"1020720120001",1,TRUE,1,TRUE,8,8,18.7321750691753,733.60956820957,733.60956820957,1.38919786566045,1.31703707388391,3.09755930362834e-18,1,0.412459376597998,0.273072900450256,3.5,0.909090909090909,NA,2,FALSE,2,FALSE,4,4,9.48690476190476,136,136,1.08862833079836,1.14970156246236,0.352961052719355,8,0.528663548752834,0.0154931286554325,2.5,0.168831168831169,NA,1,TRUE,1,TRUE,4,4,14.3862672243477,300.833333333334,300.833333333334,1.37582604171126,1.22157413288332,0.216517441364154,1,0.41015625,0.0214188263983693,3,0.428571428571429,TRUE,"17"
"61",60,"1020720121001",1,TRUE,1,TRUE,5,5,18.0655084025087,342.907514707513,342.907514707513,0.859870023737807,0.824445557595813,5.68684307043368e-18,1,0.553616049382716,0.278764494356575,1,0.909090909090909,NA,2,FALSE,2,FALSE,2,2,7.62420634920635,0,0,0.509019690961045,0.597715568703374,0.130392643625812,8,0.835069444444444,0.00299832584291726,1,0.168831168831169,NA,1,TRUE,1,TRUE,3,3,13.7196005576811,151.666666666667,151.666666666667,1.20130736857341,0.759086739766706,0.204778060061143,1,0.570216049382716,0.00665350583833247,1.66666666666667,0.428571428571429,TRUE,"17"
"62",61,"1020720122001",1,TRUE,1,TRUE,6,6,15.1030207485784,1.83636363636364,1.83636363636364,1.20609877872985,0.901849920128135,6.72927456477906e-18,1,0.745340865739726,0.475088304533145,-0.666666666666667,0.909090909090909,NA,2,FALSE,2,FALSE,2,2,7.46309523809524,0,0,0.59747966629302,0.471578427351521,0.228312782880832,8,0.889030612244898,0.0514327393408548,1,0.168831168831169,NA,1,TRUE,1,TRUE,4,4,11.8678364291367,5,5,1.75558107746138,1.11851836103111,0.374533594345492,1,0.654513888888889,0.258213814372806,2,0.428571428571429,TRUE,"17"
"63",62,"1020720123001",1,TRUE,1,TRUE,5,5,14.0030207485784,0,0,1.02846433441331,0.681967785190446,7.90638211640836e-18,1,0.797633136094674,0.572271061340682,0.2,0.909090909090909,NA,2,FALSE,2,FALSE,2,2,7.46309523809524,0,0,0.59747966629302,0.471578427351521,0.228312782880832,8,0.889030612244898,0.0514327393408548,1,0.168831168831169,NA,1,TRUE,1,TRUE,3,3,10.4678364291367,0,0,1.35845388585451,0.804110769183925,0.298720960458312,1,0.771604938271605,0.426687770601977,1.66666666666667,0.428571428571429,TRUE,"17"
"64",63,"1020720124001",1,TRUE,1,TRUE,2,2,16.5198305693275,0,0,0.247154740395076,0.322048378311596,2.62684695957896e-11,1,1,1,2,0.909090909090909,NA,1,TRUE,1,TRUE,1,1,9.74050949050948,0,0,0.24431978549612,0.250064380356746,0.0042782330321624,1,1,1,1,0.363636363636364,NA,1,TRUE,1,TRUE,1,1,7.07425096534162,0,0,0.162212809174321,0.362902114670248,1.58394852301763e-09,1,1,1,1,0.428571428571429,NA,NA
"65",64,"1020720125001",1,TRUE,1,TRUE,4,4,17.1864972359941,1.33333333333333,1.33333333333333,0.465434624473775,0.718567658170493,5.13371269422318e-11,1,0.5,0.5,4,0.909090909090909,TRUE,1,TRUE,1,TRUE,2,2,10.4071761571762,1.33333333333333,1.33333333333333,0.437600138635136,0.613124584843563,0.00772374750461224,1,0.5,0,2,0.363636363636364,TRUE,1,TRUE,1,TRUE,2,2,9.28750483262867,126,126,0.334063266847977,0.73410787592162,2.68694920572433e-08,1,0.5,0,2,0.428571428571429,NA,NA
"66",65,"1020720126001",1,TRUE,1,TRUE,6,6,19.4965381530115,2223,2223,0.819526739900646,0.984253449013536,3.58479463770628e-18,1,0.367976820357773,0.238815161459048,4.66666666666667,0.909090909090909,NA,2,FALSE,2,FALSE,3,3,9.27896825396826,171,171,0.663733252374737,0.924922442570947,0.0350821469343726,8,0.333333333333333,0,3,0.168831168831169,NA,1,TRUE,1,TRUE,3,3,14.7405959236842,891,891,0.781640061745141,0.778635828931757,0.0489954841892034,1,0.333333333333333,0,3,0.428571428571429,NA,NA
"67",66,"1020720127001",1,TRUE,1,TRUE,2,2,13.6178893548896,0,0,0.241572766520585,0.309170101969743,2.07742178977384e-18,1,1,1,2,0.909090909090909,NA,2,FALSE,2,FALSE,1,1,5.96273448773449,0,0,0.204794654989047,0.291202656851642,0.00285944752867827,8,1,1,1,0.168831168831169,NA,1,TRUE,1,TRUE,1,1,9.93864817672867,0,0,0.20100229751175,0.284513254898211,0.00306919753758457,1,1,1,1,0.428571428571429,NA,NA
"68",67,"1020720128001",1,TRUE,1,TRUE,6,6,16.630557316709,275,275,0.630390060542025,1.29181995731225,3.74453277815154e-20,1,0.333333333333333,0.386852807234542,6,0.909090909090909,NA,2,FALSE,2,FALSE,3,3,8.03452380952381,47,47,0.537585558126393,1.15031984439412,0.0108013165258106,8,0.333333333333333,0,3,0.168831168831169,NA,1,TRUE,1,TRUE,3,3,12.5966685060725,127,127,0.532447153952288,1.27719557586523,0.013008334500454,1,0.333333333333333,0,3,0.428571428571429,NA,NA
"69",68,"1020720129001",1,TRUE,1,TRUE,2,2,13.6178893548896,0,0,0.241572766520585,0.309170101969743,2.07742178977384e-18,1,1,1,2,0.909090909090909,NA,2,FALSE,2,FALSE,1,1,5.96273448773449,0,0,0.204794654989047,0.291202656851642,0.00285944752867827,8,1,1,1,0.168831168831169,NA,1,TRUE,1,TRUE,1,1,9.93864817672867,0,0,0.20100229751175,0.284513254898211,0.00306919753758457,1,1,1,1,0.428571428571429,NA,NA
"70",69,"1020720131001",1,TRUE,1,TRUE,3,3,20.6325197703299,3024,3024,0.413786488002065,0.526779126162941,0.00264524312688936,1,0.555555555555556,0.544514084996405,3,0.909090909090909,NA,1,TRUE,1,TRUE,1,1,9.64867354867355,0,0,0.229327410592223,0.320140218229345,0.000424001543199992,1,1,1,1,0.363636363636364,NA,2,FALSE,2,FALSE,2,2,11.4833333333333,270,270,0.505644891787212,0.610488252646299,0.00711766603379994,6,0.5,0,2,0.246753246753247,NA,NA
"71",70,"1020720133001",1,TRUE,1,TRUE,6,6,21.6278963289792,3218,3218,0.797329208911519,1.04956016728165,0.000643815770039519,1,0.373456790123457,0.393098060938586,4.66666666666667,0.909090909090909,NA,1,TRUE,1,TRUE,3,3,12.5195276945277,107,107,0.709904305073856,0.94706162110365,0.00183233834120544,1,0.36734693877551,0.00759370449692786,2.66666666666667,0.363636363636364,NA,2,FALSE,2,FALSE,3,3,11.2857142857143,260,260,0.635112670383622,1.03680350965108,0.00201029143010615,6,0.382222222222222,0.0143655052906032,2.66666666666667,0.246753246753247,NA,NA
"72",71,"1020720134001",1,TRUE,1,TRUE,2,2,17.425376913187,0,0,0.268330849526105,0.348001063034613,0.00013759325665065,1,1,1,2,0.909090909090909,NA,1,TRUE,1,TRUE,1,1,9.64867354867355,0,0,0.229327410592223,0.320140218229345,0.000424001543199715,1,1,1,1,0.363636363636364,NA,2,FALSE,2,FALSE,1,1,8.45595238095238,0,0,0.21851283158352,0.325514299965193,0.000479676022256903,6,1,1,1,0.246753246753247,NA,NA
"73",72,"1020720201001",1,TRUE,1,TRUE,7,7,15.5548709949197,0,0,2.22557434981306,0.881243155575861,0.319987419452759,1,0.731045603426556,0.446559469464397,-3.85714285714286,0.909090909090909,NA,4,FALSE,4,FALSE,4,4,6.41666666666667,0,0,2.38557349086392,0.844328041378222,0.341748066915312,9,0.746050347222222,0.272762560160049,0.5,0.0844155844155844,NA,2,FALSE,2,FALSE,3,3,8.54491341991342,0,0,1.29532793347184,0.660289995393247,0.300339485960191,6,0.760204081632653,0.423483880204028,1.66666666666667,0.246753246753247,NA,NA
"74",73,"1020720202001",1,TRUE,1,TRUE,9,9,16.0548709949197,0.266666666666667,0.266666666666667,2.79543188927298,1.21681643344885,0.396901071682113,1,0.65619088801388,0.390741886233189,-4.33333333333333,0.909090909090909,NA,4,FALSE,4,FALSE,6,6,6.91666666666667,0.4,0.4,3.26059177427407,1.60887128473824,0.455826970115674,9,0.607758487654321,0.261405497598512,2,0.0844155844155844,NA,2,FALSE,2,FALSE,3,3,9.21158008658008,0.666666666666667,0.666666666666667,1.3740603862817,0.640231652439263,0.322259351805104,6,0.631298185941043,0.0445197023344963,1,0.246753246753247,NA,NA
"75",74,"1020720203001",1,TRUE,1,TRUE,9,9,16.0548709949197,0.2,0.2,2.72935043590895,1.27816333309397,0.387448705126342,1,0.666194772572839,0.40927060480275,-3.44444444444444,0.909090909090909,NA,4,FALSE,4,FALSE,5,5,6.91666666666667,0.2,0.2,2.89640059233059,1.14083895512394,0.40880618014453,9,0.687361111111111,0.203045141937068,0.6,0.0844155844155844,NA,2,FALSE,2,FALSE,4,4,9.04491341991342,0.666666666666667,0.666666666666667,1.55223823426188,1.25698757739728,0.352392900900481,6,0.618622448979592,0.286073240195141,2.5,0.246753246753247,NA,NA
"76",75,"1020720204001",1,TRUE,1,TRUE,11,11,18.1034467589026,200.666666666667,200.666666666667,3.24836070309162,1.46266829212302,0.436802090383925,1,0.479306193245587,0.474382717321826,1.18181818181818,0.909090909090909,NA,4,FALSE,4,FALSE,6,6,8,10,10,3.19799294137205,1.40954541640088,0.420321630521091,9,0.493302469135802,0.258703081366803,2.66666666666667,0.0844155844155844,NA,2,FALSE,2,FALSE,5,5,10.5642857142857,51.5,51.5,2.01385224868884,1.37459107993393,0.444257652133425,6,0.439189342403628,0.322136459839679,3.4,0.246753246753247,NA,NA
"77",76,"1020720205001",1,TRUE,1,TRUE,15,15,19.1034467589026,472.866666666667,472.866666666667,3.92692860525787,2.64039128705275,0.519186360515968,1,0.392531531675351,0.378753523106321,4.33333333333333,0.909090909090909,NA,4,FALSE,4,FALSE,8,8,9,28.4,28.4,3.73515854536162,2.49377631053575,0.479875712717594,9,0.3901953125,0.182962563895489,4.75,0.0844155844155844,NA,2,FALSE,2,FALSE,7,7,11.5642857142857,117.166666666667,117.166666666667,2.55199288244885,2.45064882250723,0.553917712096981,6,0.379716553287982,0.162794026017246,5,0.246753246753247,NA,NA
"78",77,"1020720206001",1,TRUE,1,TRUE,3,3,15.0548709949197,0,0,1.04617958902193,0.328291626662995,0.14883029845297,1,0.902360983573105,0.401482254982612,-2.33333333333333,0.909090909090909,NA,4,FALSE,4,FALSE,2,2,5.91666666666667,0,0,1.2435809870475,0.354233931030206,0.170879619368298,9,0.835069444444444,0.00299832584291726,0,0.0844155844155844,NA,2,FALSE,2,FALSE,1,1,7.71158008658008,0,0,0.45366935931753,0.267901569186069,0.106004403262874,6,1,1,1,0.246753246753247,NA,NA
"79",78,"1020720207001",1,TRUE,1,TRUE,2,2,14.5548709949197,0,0,0.769963218202795,0.0930123946104663,0.110958049610357,1,1,1,2,0.909090909090909,NA,4,FALSE,4,FALSE,1,1,5.41666666666667,0,0,0.660028214939882,0.0999368211187013,0.0910922252205881,9,1,1,1,0.0844155844155844,NA,2,FALSE,2,FALSE,1,1,8.04491341991342,0,0,0.545454120456495,0.0843701711131419,0.132170411124269,6,1,1,1,0.246753246753247,NA,NA
"80",79,"1020720208001",1,TRUE,1,TRUE,9,9,19.3856960905197,924.8,924.8,2.38375005158619,1.12342718786835,0.266022258121275,1,0.380935732181523,0.489700255081304,5.44444444444444,0.909090909090909,NA,4,FALSE,4,FALSE,5,5,8,36,36,2.18651329278364,1.1822292837777,0.218998784334275,9,0.333611111111111,0.223345014446512,4.2,0.0844155844155844,NA,2,FALSE,2,FALSE,4,4,11.1293650793651,210,210,1.64542595625171,0.857829017273635,0.325756134329795,6,0.475816326530612,0.264875344397557,3,0.246753246753247,NA,NA
"81",80,"1020720209001",1,TRUE,1,TRUE,2,2,14.686780092236,0,0,0.397699395803487,0.284514138137037,0.028119347434021,1,1,1,2,0.909090909090909,NA,4,FALSE,4,FALSE,1,1,4.58333333333333,0,0,0.319522344127017,0.273862063238902,0.0180880614515785,9,1,1,1,0.0844155844155844,NA,2,FALSE,2,FALSE,1,1,8.54603174603175,0,0,0.323151238238842,0.252778638487212,0.0437906599713262,6,1,1,1,0.246753246753247,NA,NA
"82",81,"1020720210001",1,TRUE,1,TRUE,8,8,18.0523627571864,143.818181818182,143.818181818182,1.60443766047327,1.44564434015806,0.131573884955803,1,0.3916015625,0.565999186388389,7.5,0.909090909090909,NA,4,FALSE,4,FALSE,4,4,6.66666666666667,15,15,1.3434359873327,1.2721206486334,0.0952882791010585,9,0.375,0.374185416306089,4,0.0844155844155844,NA,2,FALSE,2,FALSE,4,4,11.4404761904762,260,260,1.24861514916522,1.46325790664463,0.183523846042423,6,0.41015625,0.329050597092501,3.75,0.246753246753247,NA,NA
"83",82,"1020720211001",1,TRUE,1,TRUE,6,6,19.7478875871352,1026.18181818182,1026.18181818182,1.0846228320759,0.97967832507369,0.0512292843938666,1,0.691599151234568,0.57161349717354,0.5,0.909090909090909,NA,4,FALSE,4,FALSE,4,4,6.5,12,12,1.23361723937403,1.2271025120526,0.0629161907949135,9,0.59375,0.384269529559114,3,0.0844155844155844,NA,2,FALSE,2,FALSE,2,2,10.7357142857143,0,0,0.588780392976667,0.576914970965289,0.0242554713971038,6,0.953125,0.0235856918845131,0.5,0.246753246753247,NA,NA
"84",83,"1020720212001",1,TRUE,1,TRUE,7,7,19.1645542538019,257.2,257.2,1.33764927498058,1.3322207300887,0.0554865258988967,1,0.724012586805555,0.370206830692501,0.625,0.909090909090909,NA,4,FALSE,4,FALSE,4,4,5.91666666666667,3,3,1.14019140294965,1.20921022004436,0.0458949805908578,9,0.59375,0.384269529559114,3,0.0844155844155844,NA,2,FALSE,2,FALSE,3,3,11.9857142857143,270,270,1.12254207307404,1.23364606670549,0.0738337340331504,6,0.74609375,0.0669461550700606,1.75,0.246753246753247,NA,NA
"85",84,"1020720213001",1,TRUE,1,TRUE,6,6,21.8325056868951,3106,3106,0.938204671608428,0.989947745996621,0.023467204301977,1,0.559027777777778,0.439394827434589,1.33333333333333,0.909090909090909,NA,4,FALSE,4,FALSE,2,2,5.25,0,0,0.594474341981745,0.563089750699296,0.020655039352287,9,1.125,0,0,0.0844155844155844,NA,2,FALSE,2,FALSE,4,4,13.3666666666667,454,454,1.03743212646276,1.27449447174095,0.0278193902011779,6,0.4140625,0.0851774477467652,3.25,0.246753246753247,NA,NA
"86",85,"1020720214001",1,TRUE,1,TRUE,9,9,20.6478875871352,1651,1651,1.18782030337283,1.82126927763231,0.00353500646398462,1,0.308641975308642,0.544514084996405,9,0.909090909090909,NA,3,FALSE,3,FALSE,4,4,5.88333333333333,13,13,0.808505483165487,1.45782931692206,0.337450635834021,10,0.375,0.374185416306089,4,0.0909090909090909,NA,2,FALSE,2,FALSE,5,5,13.1190476190476,325,325,1.28139666611239,1.88776699897132,0.0113824077936247,6,0.28,0.283139825533139,5,0.246753246753247,NA,NA
"87",86,"1020720216001",1,TRUE,1,TRUE,4,4,16.2809341857578,0,0,0.661842559510237,0.448613102792625,0.00151096967267759,1,1,1,4,0.909090909090909,NA,3,FALSE,3,FALSE,2,2,4.18333333333333,0,0,0.486730218054001,0.494846010158792,0.231425905722718,10,1,1,2,0.0909090909090909,NA,2,FALSE,2,FALSE,2,2,9.43333333333333,0,0,0.657484845970007,0.360749532692839,0.00543191699710055,6,1,1,2,0.246753246753247,NA,NA
"88",87,"1020720217001",1,TRUE,1,TRUE,7,7,19.5642675190912,1226,1226,1.04196801701738,1.15054968271886,0.000932367873653682,1,0.32766439909297,0.291136871157827,5.57142857142857,0.909090909090909,NA,3,FALSE,3,FALSE,3,3,6.5,21,21,0.630607276437978,0.981756671707891,0.276902782930628,10,0.333333333333333,0,3,0.0909090909090909,NA,2,FALSE,2,FALSE,4,4,12.7166666666667,257,257,1.30887196524464,1.12697464850059,0.00542650147073737,6,0.342828798185941,0.0413100883833487,3.25,0.246753246753247,NA,NA
"89",88,"1020720218001",1,TRUE,1,TRUE,4,4,17.5642675190912,64,64,0.630517406011602,0.587719042783722,0.000852820634554611,1,0.5,0.5,4,0.909090909090909,NA,3,FALSE,3,FALSE,2,2,5.83333333333333,9,9,0.47130611496174,0.571659388929108,0.244343804367783,10,0.5,0,2,0.0909090909090909,NA,2,FALSE,2,FALSE,2,2,10.7166666666667,13,13,0.621428099476129,0.535504500125527,0.00359321502664749,6,0.5,0,2,0.246753246753247,NA,NA
"90",89,"1020720219001",1,TRUE,1,TRUE,2,2,15.4391610446169,0,0,0.307543134946294,0.331813812391792,0.000199261245378549,1,1,1,2,0.909090909090909,NA,3,FALSE,3,FALSE,1,1,4.55,0,0,0.218038014295863,0.315200737109666,0.094950891377756,10,1,1,1,0.0909090909090909,NA,2,FALSE,2,FALSE,1,1,9.1281746031746,0,0,0.333428584203597,0.310134795200604,0.00129481855281078,6,1,1,1,0.246753246753247,NA,NA
"91",90,"1020720220001",1,TRUE,1,TRUE,6,6,17.4391610446169,9,9,0.992387975633683,0.953410875725797,0.000455446170882122,1,0.432051524313429,0.401789936475728,3.33333333333333,0.909090909090909,NA,3,FALSE,3,FALSE,3,3,7.16666666666667,41,41,0.700166160806496,0.91829004165256,0.3751227633152,10,0.382222222222222,0.0143655052906032,2.66666666666667,0.0909090909090909,NA,2,FALSE,2,FALSE,3,3,11.1281746031746,9,9,1.06999337684346,0.863166098343035,0.00367652581869284,6,0.471797052154195,0.0341637372440841,2,0.246753246753247,NA,NA
"92",91,"1020720221001",1,TRUE,1,TRUE,10,10,19.1058277112836,931.15,931.15,1.8886305375443,1.97560187763001,0.000345900139272371,1,0.502310248173343,0.440893641047666,3.33333333333333,0.909090909090909,NA,3,FALSE,3,FALSE,4,4,7.91666666666667,56,56,1.11337977486567,1.58369538197193,0.572714044301728,10,0.661611111111111,0.298441325535265,3.2,0.0909090909090909,NA,2,FALSE,2,FALSE,6,6,12.7948412698413,216.133333333333,216.133333333333,2.40501662858541,2.11266769476601,0.00638836729862614,6,0.502574158915267,0.282018272282208,4.28571428571429,0.246753246753247,NA,NA
"93",92,"1020720222001",1,TRUE,1,TRUE,3,3,14.1193335332603,0.45,0.45,0.411174378730228,0.590384634253532,3.41933195430364e-05,1,0.555555555555556,0.544514084996405,3,0.909090909090909,NA,3,FALSE,3,FALSE,1,1,4.31666666666667,0,0,0.191222311390954,0.364920687909256,0.0763145369669081,10,1,1,1,0.0909090909090909,NA,2,FALSE,2,FALSE,2,2,8.62308802308802,0.733333333333333,0.733333333333333,0.634126150875397,0.658496992610046,0.00137029495156287,6,0.5,0,2,0.246753246753247,NA,NA
"94",93,"1020720223001",1,TRUE,1,TRUE,5,5,15.4770932171419,100.95,100.95,0.871312957313901,0.720954368768326,0.000118193843161895,1,0.65,0.653251532966296,1.4,0.909090909090909,NA,3,FALSE,3,FALSE,2,2,5.86666666666667,12,12,0.44225304514685,0.632522376194608,0.222554073559226,10,0.61,0.0235856918845131,1.5,0.0909090909090909,NA,2,FALSE,2,FALSE,3,3,9.60753968253968,21.4666666666667,21.4666666666667,1.25911654898156,0.674069733994214,0.00337562542381161,6,0.691609977324263,0.598806923321608,1.66666666666667,0.246753246753247,NA,NA
"95",94,"1020720224001",1,TRUE,1,TRUE,5,5,16.8104265504753,125.716666666666,125.716666666666,0.757644160035122,0.85351135635234,8.3601808622278e-05,1,0.337777777777778,0.353227321631427,3.4,0.909090909090909,NA,3,FALSE,3,FALSE,1,1,5.2,0,0,0.286769594148126,0.229503646522644,0.19638556332109,10,1,1,0,0.0909090909090909,NA,2,FALSE,2,FALSE,4,4,10.940873015873,46.2333333333333,46.2333333333333,1.16672307953429,1.35574956368698,0.00236719279103191,6,0.269132653061224,0.00523795798037811,3.75,0.246753246753247,NA,NA
"96",95,"1020720225001",1,TRUE,1,TRUE,8,8,16.8104265504753,317.333333333334,317.333333333334,1.05578084953545,1.55940314278527,9.00864725027815e-05,1,0.272569444444444,0.338040817285413,7,0.909090909090909,NA,3,FALSE,3,FALSE,4,4,7.2,33,33,0.773352918632856,1.49074522595612,0.303414434066277,10,0.2775,0.0100286176584047,3.75,0.0909090909090909,NA,2,FALSE,2,FALSE,4,4,10.940873015873,68.3,68.3,1.10964066815815,1.4238006788933,0.00216339920207435,6,0.269132653061224,0.00523795798037811,3.75,0.246753246753247,NA,NA
"97",96,"1020720226001",1,TRUE,1,TRUE,3,3,14.3693335332603,0.7,0.7,0.440742081813224,0.45599265903293,2.81863454289415e-05,1,0.555555555555556,0.544514084996405,3,0.909090909090909,NA,3,FALSE,3,FALSE,1,1,4.81666666666667,0,0,0.23836049235133,0.242736817615214,0.104041825317039,10,1,1,1,0.0909090909090909,NA,2,FALSE,2,FALSE,2,2,8.87308802308802,1.06666666666667,1.06666666666667,0.608631685011421,0.530623586702657,0.00108104542116581,6,0.5,0,2,0.246753246753247,NA,NA
"98",97,"1020720227001",1,TRUE,1,TRUE,3,3,14.3693335332603,0.7,0.7,0.440742081813224,0.45599265903293,2.81863454289415e-05,1,0.555555555555556,0.544514084996405,3,0.909090909090909,NA,3,FALSE,3,FALSE,1,1,4.81666666666667,0,0,0.23836049235133,0.242736817615214,0.104041825317039,10,1,1,1,0.0909090909090909,NA,2,FALSE,2,FALSE,2,2,8.87308802308802,1.06666666666667,1.06666666666667,0.608631685011421,0.530623586702657,0.00108104542116581,6,0.5,0,2,0.246753246753247,NA,NA
"99",98,"1020720228001",1,TRUE,1,TRUE,2,2,13.4526668665937,0,0,0.309757144797607,0.266280143816123,1.9252854168301e-05,1,1,1,2,0.909090909090909,NA,3,FALSE,3,FALSE,1,1,4.81666666666667,0,0,0.23836049235133,0.242736817615214,0.104041825317039,10,1,1,1,0.0909090909090909,NA,2,FALSE,2,FALSE,1,1,7.95642135642135,0,0,0.299447881265924,0.25950842619913,0.00051620909698221,6,1,1,1,0.246753246753247,NA,NA
"100",99,"1020720230001",4,FALSE,4,FALSE,2,2,1.5,0,0,0.235408785717087,0.316295991849601,0.408248290463863,5,1.77777777777778,1,-2,0.0194805194805195,NA,10,FALSE,10,FALSE,1,1,1.5,0,0,0.201665443486533,0.295348964899911,0.408248290463863,11,1,1,0,0.0194805194805195,NA,9,FALSE,9,FALSE,1,1,1.5,0,0,0.191603238501485,0.297551354829939,0.408248290463863,7,1,1,0,0.0194805194805195,NA,NA
"101",100,"1020720233001",4,FALSE,4,FALSE,4,4,2,1,1,0.591934028183889,1.24736273712674,0.816496580927726,5,1.62962962962963,0.597103337793891,-0.666666666666667,0.0194805194805195,NA,10,FALSE,10,FALSE,2,2,2,1,1,0.515605890869737,1.12119606315678,0.816496580927726,11,1.62962962962963,0.342903845993428,1.33333333333333,0.0194805194805195,NA,9,FALSE,9,FALSE,2,2,2,1,1,0.477339797243325,1.20075226138449,0.816496580927726,7,1.62962962962963,0.342903845993428,1.33333333333333,0.0194805194805195,NA,NA
